city,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_mean,pressure_msl_mean,cloud_cover_mean,shortwave_radiation_sum,apparent_temperature_max,weather_code
Lankaran,2023-03-21,15.7,10.0,12.8,7.6,7.6,0.0,15.1,28.8,84,1012.2,99,8.61,14.7,61
Lankaran,2023-03-22,16.9,11.9,14.0,0.6,0.6,0.0,17.8,35.6,56,1014.7,100,7.62,14.6,51
Lankaran,2023-03-23,16.1,10.7,13.7,0.0,0.0,0.0,12.8,28.8,62,1016.6,50,19.71,15.8,3
Lankaran,2023-03-24,17.1,8.1,13.4,0.0,0.0,0.0,11.5,26.3,79,1014.9,91,18.41,17.6,3
Lankaran,2023-03-25,16.8,9.6,12.9,0.0,0.0,0.0,11.1,25.2,87,1016.2,82,18.28,17.3,3
Lankaran,2023-03-26,16.8,9.4,13.3,0.0,0.0,0.0,14.5,32.4,85,1011.0,75,18.56,17.6,3
Lankaran,2023-03-27,16.5,11.5,13.9,0.0,0.0,0.0,8.7,23.4,85,1007.3,92,13.69,16.8,3
Lankaran,2023-03-28,16.9,12.0,14.8,0.0,0.0,0.0,15.3,33.5,76,1011.3,49,14.97,15.4,3
Lankaran,2023-03-29,20.1,10.4,15.9,0.0,0.0,0.0,17.8,35.3,74,1005.2,2,20.7,21.3,0
Lankaran,2023-03-30,22.4,9.9,15.4,0.2,0.2,0.0,17.0,43.9,64,1006.5,50,19.38,21.6,51
Lankaran,2023-03-31,10.2,6.8,8.3,8.8,8.8,0.0,15.7,29.9,78,1016.4,100,3.42,8.5,55
Lankaran,2023-04-01,10.4,6.6,8.2,7.6,7.6,0.0,15.9,32.8,78,1015.3,95,11.84,8.1,61
Lankaran,2023-04-02,11.2,7.4,8.9,1.9,1.9,0.0,16.6,33.8,80,1013.3,98,9.49,9.2,51
Lankaran,2023-04-03,15.6,6.5,11.0,0.0,0.0,0.0,17.6,37.4,84,1014.5,49,19.5,15.1,3
Lankaran,2023-04-04,16.4,10.5,13.3,0.0,0.0,0.0,16.3,32.4,88,1018.1,59,16.47,16.0,3
Lankaran,2023-04-05,16.7,10.0,13.4,0.0,0.0,0.0,15.4,33.1,91,1012.0,73,17.42,16.9,3
Lankaran,2023-04-06,16.7,10.2,13.0,0.0,0.0,0.0,13.8,31.3,84,1009.1,48,17.11,16.4,3
Lankaran,2023-04-07,17.6,10.0,13.4,0.0,0.0,0.0,11.2,21.6,70,1013.0,14,20.32,16.8,3
Lankaran,2023-04-08,16.3,9.1,14.0,0.3,0.3,0.0,30.7,58.7,81,1013.7,52,18.76,16.4,51
Lankaran,2023-04-09,16.9,11.4,14.1,0.0,0.0,0.0,18.3,42.8,64,1022.2,41,21.16,16.2,3
Lankaran,2023-04-10,15.7,10.4,12.9,0.3,0.3,0.0,20.5,42.8,86,1021.0,95,14.33,14.2,51
Lankaran,2023-04-11,17.0,11.3,13.8,0.0,0.0,0.0,15.1,34.9,88,1012.6,97,17.82,17.3,3
Lankaran,2023-04-12,22.2,11.0,16.4,1.8,1.8,0.0,18.4,39.6,83,1002.5,87,19.07,24.7,61
Lankaran,2023-04-13,24.4,16.5,20.6,0.0,0.0,0.0,27.7,59.4,66,998.7,65,19.15,24.8,3
Lankaran,2023-04-14,18.1,12.2,15.9,0.0,0.0,0.0,17.4,34.6,61,1011.4,40,20.09,18.1,3
Lankaran,2023-04-15,19.3,13.3,16.8,0.0,0.0,0.0,17.9,36.4,54,1015.8,3,22.67,18.7,0
Lankaran,2023-04-16,13.8,9.0,11.3,21.7,21.7,0.0,17.3,35.3,89,1024.4,80,4.97,13.8,61
Lankaran,2023-04-17,12.3,8.7,10.4,6.2,6.2,0.0,15.9,33.1,85,1027.3,100,7.17,9.8,53
Lankaran,2023-04-18,14.5,10.1,12.1,2.7,2.7,0.0,17.9,38.9,86,1024.8,91,12.79,12.3,51
Lankaran,2023-04-19,16.7,9.3,13.1,0.0,0.0,0.0,16.3,34.9,87,1017.5,62,20.43,17.1,3
Lankaran,2023-04-20,18.6,10.5,15.2,0.0,0.0,0.0,15.5,31.3,88,1008.7,83,20.7,20.2,3
Lankaran,2023-04-21,22.0,12.1,17.2,0.5,0.5,0.0,12.6,29.2,83,1003.8,80,18.39,24.9,51
Lankaran,2023-04-22,19.4,13.2,16.6,0.0,0.0,0.0,12.3,28.4,75,1010.9,36,21.21,19.3,3
Lankaran,2023-04-23,21.0,13.2,17.4,0.0,0.0,0.0,11.3,24.8,74,1014.2,50,22.09,22.3,3
Lankaran,2023-04-24,19.5,11.8,15.9,0.0,0.0,0.0,7.9,20.2,82,1012.5,73,22.01,21.7,3
Lankaran,2023-04-25,21.1,15.5,18.1,5.5,5.5,0.0,12.5,27.0,82,1010.4,97,11.88,22.7,61
Lankaran,2023-04-26,18.8,14.4,16.6,0.0,0.0,0.0,12.2,28.1,88,1014.4,54,19.04,19.8,3
Lankaran,2023-04-27,20.3,12.8,16.8,0.0,0.0,0.0,19.4,40.0,89,1012.4,10,22.29,22.4,1
Lankaran,2023-04-28,21.4,13.9,17.9,0.0,0.0,0.0,16.8,34.6,90,1009.9,35,22.57,24.3,2
Lankaran,2023-04-29,22.7,14.9,19.1,0.0,0.0,0.0,13.8,31.3,83,1007.2,42,23.58,24.8,3
Lankaran,2023-04-30,23.4,16.2,19.7,0.0,0.0,0.0,15.9,31.0,84,1005.2,75,19.43,26.5,3
Lankaran,2023-05-01,21.5,16.6,18.5,0.0,0.0,0.0,21.4,42.8,78,1009.8,67,19.39,22.5,3
Lankaran,2023-05-02,19.6,15.4,17.3,1.1,1.1,0.0,17.4,36.7,72,1017.1,46,23.01,19.8,53
Lankaran,2023-05-03,15.5,13.3,14.5,24.3,24.3,0.0,12.2,24.5,87,1022.1,99,6.41,15.2,61
Lankaran,2023-05-04,17.9,13.0,15.2,2.7,2.7,0.0,17.9,38.2,79,1023.1,52,20.94,18.0,61
Lankaran,2023-05-05,20.0,12.5,16.5,0.0,0.0,0.0,16.2,34.2,79,1017.3,3,24.22,20.8,0
Lankaran,2023-05-06,20.7,12.2,17.0,0.1,0.1,0.0,14.6,32.0,82,1015.5,50,23.39,23.2,51
Lankaran,2023-05-07,19.9,16.0,17.7,1.4,1.4,0.0,23.0,48.2,89,1014.1,69,17.69,19.5,51
Lankaran,2023-05-08,22.7,14.4,18.3,0.0,0.0,0.0,19.7,41.4,84,1009.8,46,20.52,24.1,3
Lankaran,2023-05-09,21.5,15.8,18.7,0.0,0.0,0.0,23.0,46.4,74,1014.6,51,22.53,20.9,3
Lankaran,2023-05-10,18.5,15.2,16.8,2.4,2.4,0.0,9.9,20.9,88,1016.3,94,13.84,19.4,53
Lankaran,2023-05-11,21.2,15.1,18.2,0.0,0.0,0.0,17.9,36.7,87,1016.2,69,20.73,22.9,3
Lankaran,2023-05-12,17.2,15.4,16.4,18.6,18.6,0.0,15.3,31.3,92,1021.0,99,7.17,18.8,61
Lankaran,2023-05-13,16.2,14.4,15.3,6.4,6.4,0.0,10.5,24.8,87,1018.1,100,7.11,16.0,61
Lankaran,2023-05-14,18.2,13.5,15.8,2.9,2.9,0.0,15.5,29.2,76,1015.0,100,12.19,18.1,61
Lankaran,2023-05-15,15.0,12.6,13.6,39.7,39.7,0.0,15.7,31.7,84,1018.2,90,6.32,14.6,63
Lankaran,2023-05-16,19.8,11.4,16.2,0.0,0.0,0.0,16.9,36.7,70,1018.4,12,25.52,21.0,3
Lankaran,2023-05-17,20.3,14.2,17.1,1.9,1.9,0.0,25.0,54.4,73,1013.5,39,23.64,21.5,53
Lankaran,2023-05-18,19.0,12.5,16.2,3.3,3.3,0.0,13.7,31.7,82,1014.4,49,23.08,19.4,53
Lankaran,2023-05-19,20.0,14.6,17.3,0.8,0.8,0.0,8.3,23.8,86,1013.9,77,14.93,20.9,51
Lankaran,2023-05-20,21.4,15.6,18.8,3.5,3.5,0.0,9.2,22.7,80,1014.5,87,21.59,22.6,61
Lankaran,2023-05-21,21.8,15.7,18.5,2.4,2.4,0.0,9.9,22.7,81,1010.9,70,20.68,23.1,61
Lankaran,2023-05-22,24.2,16.3,20.6,0.0,0.0,0.0,9.7,24.1,79,1009.7,42,22.49,27.0,3
Lankaran,2023-05-23,25.2,18.2,22.0,0.0,0.0,0.0,13.1,27.4,82,1012.6,30,23.89,28.4,3
Lankaran,2023-05-24,27.7,18.7,23.5,0.0,0.0,0.0,7.9,19.8,84,1012.1,54,23.44,33.8,3
Lankaran,2023-05-25,27.6,19.0,24.2,0.0,0.0,0.0,10.7,22.3,81,1011.5,66,21.42,33.8,3
Lankaran,2023-05-26,26.1,21.8,23.9,3.5,3.5,0.0,18.6,38.2,77,1010.6,75,18.49,29.6,53
Lankaran,2023-05-27,27.6,21.2,24.7,0.0,0.0,0.0,15.9,35.3,75,1009.8,29,23.47,31.6,3
Lankaran,2023-05-28,25.6,19.2,22.7,0.0,0.0,0.0,12.9,29.9,86,1012.2,53,24.58,29.6,3
Lankaran,2023-05-29,26.6,19.5,22.9,0.0,0.0,0.0,14.6,32.0,86,1010.8,86,23.13,30.3,3
Lankaran,2023-05-30,30.0,21.1,26.2,0.1,0.1,0.0,7.2,19.1,77,1008.8,88,19.74,36.3,51
Lankaran,2023-05-31,28.2,22.8,25.5,0.0,0.0,0.0,13.8,38.2,70,1009.5,81,18.82,31.8,3
Lankaran,2023-06-01,25.5,20.7,23.3,6.2,6.2,0.0,15.6,34.2,82,1011.3,37,19.47,29.3,63
Lankaran,2023-06-02,23.8,20.3,22.2,1.0,1.0,0.0,13.6,29.9,89,1014.1,63,17.5,26.7,51
Lankaran,2023-06-03,25.7,20.1,23.0,0.3,0.3,0.0,15.2,31.7,87,1013.7,41,21.18,29.6,51
Lankaran,2023-06-04,27.0,20.8,23.9,0.0,0.0,0.0,17.4,36.7,85,1010.9,37,24.29,31.8,3
Lankaran,2023-06-05,26.7,20.0,23.5,0.0,0.0,0.0,10.8,25.6,83,1010.8,66,22.93,31.0,3
Lankaran,2023-06-06,25.6,20.9,23.1,2.0,2.0,0.0,10.0,24.1,80,1014.5,84,17.31,28.2,53
Lankaran,2023-06-07,23.9,19.8,21.7,0.2,0.2,0.0,8.2,21.2,71,1017.6,86,16.66,25.8,51
Lankaran,2023-06-08,23.1,18.1,20.8,0.0,0.0,0.0,7.4,20.2,68,1019.9,90,19.7,24.2,3
Lankaran,2023-06-09,24.2,16.7,21.4,0.0,0.0,0.0,18.5,39.2,75,1016.5,29,26.64,26.6,3
Lankaran,2023-06-10,25.8,20.2,22.9,0.1,0.1,0.0,21.4,45.0,79,1010.4,74,24.61,27.5,51
Lankaran,2023-06-11,27.7,19.6,24.4,0.0,0.0,0.0,13.3,29.5,76,1006.5,64,21.04,32.4,3
Lankaran,2023-06-12,29.1,22.7,26.3,0.0,0.0,0.0,16.0,34.9,72,1005.3,17,24.65,35.1,3
Lankaran,2023-06-13,28.2,22.6,25.2,0.0,0.0,0.0,18.2,38.5,87,1004.9,42,23.93,33.8,3
Lankaran,2023-06-14,29.7,21.8,25.9,0.0,0.0,0.0,10.3,29.2,81,1005.3,39,22.98,35.7,3
Lankaran,2023-06-15,29.2,22.7,26.1,0.0,0.0,0.0,13.8,31.0,70,1005.9,21,25.33,33.2,3
Lankaran,2023-06-16,28.7,21.6,25.4,0.0,0.0,0.0,13.0,29.5,66,1006.8,34,24.89,32.1,3
Lankaran,2023-06-17,27.8,21.5,24.9,0.0,0.0,0.0,17.9,37.4,76,1005.1,17,24.66,31.9,2
Lankaran,2023-06-18,28.0,22.3,25.3,0.0,0.0,0.0,19.8,40.3,77,1002.7,11,25.8,31.2,2
Lankaran,2023-06-19,27.6,21.6,24.9,0.0,0.0,0.0,15.6,32.8,72,1008.7,29,19.81,29.4,2
Lankaran,2023-06-20,23.4,20.7,22.6,11.1,11.1,0.0,16.4,33.5,81,1008.8,75,8.08,26.7,63
Lankaran,2023-06-21,24.0,18.6,22.0,0.0,0.0,0.0,12.6,24.1,59,1012.8,43,24.27,26.4,3
Lankaran,2023-06-22,25.5,17.8,22.1,0.0,0.0,0.0,11.3,26.6,68,1013.9,5,26.54,28.6,1
Lankaran,2023-06-23,26.3,19.2,23.1,0.0,0.0,0.0,11.2,22.3,57,1016.9,7,26.7,29.8,1
Lankaran,2023-06-24,26.0,20.2,23.1,0.6,0.6,0.0,8.9,20.5,62,1015.5,19,22.6,29.0,51
Lankaran,2023-06-25,28.5,18.9,24.1,0.0,0.0,0.0,14.8,32.8,57,1013.3,0,27.08,30.6,0
Lankaran,2023-06-26,28.6,18.4,24.4,0.0,0.0,0.0,18.5,38.2,53,1007.5,0,27.75,31.0,0
Lankaran,2023-06-27,29.0,21.4,25.2,0.0,0.0,0.0,13.9,31.0,74,1004.1,3,25.91,33.3,0
Lankaran,2023-06-28,28.7,22.6,25.6,0.1,0.1,0.0,9.4,24.5,65,1010.5,22,22.99,30.8,51
Lankaran,2023-06-29,28.4,22.1,25.5,0.1,0.1,0.0,14.8,33.5,67,1008.6,15,25.47,32.1,51
Lankaran,2023-06-30,29.3,20.9,25.2,0.0,0.0,0.0,12.2,27.4,68,1005.3,3,25.88,33.5,0
Lankaran,2023-07-01,24.8,21.9,23.1,5.3,5.3,0.0,14.2,27.0,79,1008.7,53,10.61,28.2,61
Lankaran,2023-07-02,26.6,20.1,23.7,0.6,0.6,0.0,18.0,37.8,77,1012.7,21,21.61,28.9,51
Lankaran,2023-07-03,28.2,21.3,25.0,0.0,0.0,0.0,16.6,35.3,76,1012.4,13,25.06,31.7,2
Lankaran,2023-07-04,30.5,21.5,26.0,0.0,0.0,0.0,14.2,31.7,71,1012.3,1,26.38,34.4,0
Lankaran,2023-07-05,30.6,23.2,26.8,0.0,0.0,0.0,10.5,26.6,61,1012.8,8,24.88,33.7,1
Lankaran,2023-07-06,30.6,22.4,26.8,0.0,0.0,0.0,11.4,25.9,57,1012.9,1,26.14,33.2,0
Lankaran,2023-07-07,31.5,21.3,27.0,0.0,0.0,0.0,14.8,34.2,61,1010.9,0,26.14,35.3,0
Lankaran,2023-07-08,31.1,24.0,27.5,0.0,0.0,0.0,19.8,42.8,71,1005.5,14,25.74,35.1,2
Lankaran,2023-07-09,34.4,23.3,28.8,0.0,0.0,0.0,10.9,25.6,62,1000.8,6,25.66,38.0,1
Lankaran,2023-07-10,36.5,24.2,29.7,0.0,0.0,0.0,21.6,43.6,54,999.4,4,25.78,39.6,1
Lankaran,2023-07-11,28.2,23.7,25.7,3.2,3.2,0.0,20.8,42.8,80,1008.7,73,11.28,31.0,53
Lankaran,2023-07-12,27.7,22.2,25.0,1.0,1.0,0.0,14.2,30.2,63,1016.4,58,17.78,28.4,53
Lankaran,2023-07-13,29.0,21.0,25.5,0.0,0.0,0.0,15.3,32.8,68,1016.6,23,22.1,32.7,3
Lankaran,2023-07-14,28.0,23.0,25.5,1.2,1.2,0.0,11.1,24.8,76,1014.9,36,16.23,31.5,51
Lankaran,2023-07-15,30.3,22.4,26.9,0.0,0.0,0.0,14.0,32.0,70,1009.1,5,24.7,35.7,0
Lankaran,2023-07-16,28.8,24.1,26.0,1.3,1.3,0.0,18.5,36.4,70,1010.9,35,20.91,32.1,51
Lankaran,2023-07-17,24.7,21.2,22.1,55.3,55.3,0.0,18.1,35.6,89,1013.9,93,5.64,28.6,65
Lankaran,2023-07-18,23.7,19.6,21.6,3.8,3.8,0.0,14.0,27.7,79,1015.0,61,14.33,25.4,61
Lankaran,2023-07-19,26.5,19.7,23.5,0.0,0.0,0.0,17.0,36.4,71,1012.2,4,24.41,29.0,1
Lankaran,2023-07-20,28.4,21.2,25.2,0.0,0.0,0.0,15.8,33.8,74,1011.0,7,23.84,32.0,1
Lankaran,2023-07-21,29.8,23.5,26.6,0.0,0.0,0.0,10.2,22.7,78,1009.9,14,23.92,36.1,2
Lankaran,2023-07-22,30.5,23.9,27.5,0.0,0.0,0.0,12.1,27.0,69,1011.6,14,24.71,36.7,3
Lankaran,2023-07-23,30.2,23.8,27.0,0.0,0.0,0.0,11.8,23.8,61,1010.4,6,24.81,34.6,1
Lankaran,2023-07-24,30.1,23.5,27.1,0.0,0.0,0.0,14.4,25.6,67,1005.6,10,24.69,36.0,2
Lankaran,2023-07-25,31.6,23.7,26.9,0.0,0.0,0.0,20.1,41.0,60,1008.0,7,24.65,35.7,1
Lankaran,2023-07-26,28.4,23.2,25.8,0.0,0.0,0.0,15.0,30.6,67,1012.6,15,22.6,32.1,2
Lankaran,2023-07-27,29.1,22.5,25.9,0.0,0.0,0.0,18.2,38.5,77,1010.9,5,24.22,33.4,0
Lankaran,2023-07-28,29.4,23.8,26.5,0.0,0.0,0.0,19.8,41.4,81,1005.3,7,24.13,33.9,1
Lankaran,2023-07-29,28.5,23.8,26.0,0.7,0.7,0.0,21.3,41.0,74,1008.6,60,14.43,30.9,51
Lankaran,2023-07-30,26.2,23.7,24.6,5.3,5.3,0.0,10.0,22.3,73,1011.2,89,14.02,29.2,61
Lankaran,2023-07-31,28.1,22.8,25.2,8.6,8.6,0.0,8.0,18.4,77,1009.8,69,17.4,31.4,63
Lankaran,2023-08-01,29.7,23.0,26.5,0.0,0.0,0.0,11.4,25.2,73,1008.3,7,23.19,34.7,1
Lankaran,2023-08-02,30.1,22.9,26.8,0.0,0.0,0.0,13.8,31.0,77,1006.4,3,24.07,35.4,0
Lankaran,2023-08-03,31.8,23.4,27.6,0.0,0.0,0.0,10.5,20.5,69,1007.3,7,23.93,36.7,1
Lankaran,2023-08-04,31.6,24.6,28.3,0.0,0.0,0.0,19.7,40.0,47,1009.7,11,24.02,33.2,2
Lankaran,2023-08-05,32.6,25.8,29.1,0.0,0.0,0.0,15.9,34.2,43,1012.3,30,23.43,35.0,3
Lankaran,2023-08-06,32.6,23.9,27.9,0.0,0.0,0.0,15.6,27.4,58,1010.0,16,23.71,36.7,3
Lankaran,2023-08-07,30.5,22.9,27.1,0.0,0.0,0.0,11.2,25.6,79,1005.7,7,23.48,36.2,2
Lankaran,2023-08-08,31.3,24.2,27.9,0.0,0.0,0.0,13.4,32.4,81,1007.8,5,23.56,37.8,1
Lankaran,2023-08-09,31.5,24.5,28.3,0.0,0.0,0.0,17.1,37.1,78,1010.1,0,23.96,37.3,0
Lankaran,2023-08-10,32.1,25.2,28.6,0.0,0.0,0.0,19.4,41.0,79,1012.2,0,24.04,37.6,0
Lankaran,2023-08-11,32.4,24.5,28.6,0.0,0.0,0.0,18.1,38.2,75,1012.6,0,24.33,37.6,0
Lankaran,2023-08-12,33.5,23.2,28.8,0.0,0.0,0.0,15.1,30.6,69,1012.9,0,24.18,39.0,0
Lankaran,2023-08-13,33.2,24.4,29.4,0.0,0.0,0.0,9.6,22.7,63,1014.4,0,23.7,38.9,0
Lankaran,2023-08-14,33.3,24.8,29.1,0.0,0.0,0.0,14.5,30.2,62,1016.6,6,23.77,38.9,3
Lankaran,2023-08-15,32.7,23.6,28.6,0.0,0.0,0.0,17.8,36.4,61,1015.9,0,23.64,37.2,0
Lankaran,2023-08-16,31.3,22.6,27.5,0.0,0.0,0.0,15.6,32.4,60,1014.0,1,23.86,35.9,0
Lankaran,2023-08-17,30.9,21.1,26.6,0.0,0.0,0.0,16.1,34.6,55,1012.0,0,24.01,34.2,0
Lankaran,2023-08-18,30.4,22.3,26.4,0.0,0.0,0.0,10.8,24.8,63,1011.8,8,22.66,34.3,3
Lankaran,2023-08-19,30.0,22.0,26.3,0.0,0.0,0.0,13.1,32.4,67,1012.5,23,20.57,33.2,3
Lankaran,2023-08-20,29.2,23.6,26.6,0.5,0.5,0.0,18.6,38.2,57,1014.0,33,17.76,31.2,51
Lankaran,2023-08-21,31.6,22.3,27.4,0.0,0.0,0.0,19.7,41.0,53,1012.4,2,22.57,33.8,1
Lankaran,2023-08-22,31.7,25.5,28.3,0.0,0.0,0.0,17.6,38.2,70,1010.5,19,20.33,35.2,3
Lankaran,2023-08-23,33.2,24.7,28.9,0.0,0.0,0.0,16.1,34.2,67,1010.9,4,22.05,38.6,1
Lankaran,2023-08-24,31.9,24.9,28.7,0.0,0.0,0.0,16.0,35.3,68,1009.3,16,20.78,36.6,2
Lankaran,2023-08-25,28.1,24.0,26.5,4.2,4.2,0.0,13.8,28.4,76,1009.9,64,10.44,32.2,53
Lankaran,2023-08-26,24.6,21.9,23.2,16.2,16.2,0.0,18.1,33.1,80,1013.9,86,7.57,27.5,63
Lankaran,2023-08-27,25.9,22.6,24.3,1.0,1.0,0.0,21.5,47.2,73,1014.3,54,17.04,27.6,51
Lankaran,2023-08-28,28.3,22.6,25.3,0.0,0.0,0.0,20.5,42.8,71,1007.8,14,19.75,30.1,1
Lankaran,2023-08-29,29.0,22.6,25.8,0.2,0.2,0.0,8.0,17.3,71,1004.0,55,12.27,32.0,51
Lankaran,2023-08-30,23.9,21.2,22.4,144.5,144.5,0.0,16.6,31.7,86,1013.2,89,5.04,26.7,65
Lankaran,2023-08-31,27.7,20.2,23.9,0.0,0.0,0.0,16.1,32.4,76,1014.7,11,20.17,31.1,2
Lankaran,2023-09-01,28.6,22.1,25.6,0.0,0.0,0.0,15.0,32.8,77,1013.6,5,21.09,32.9,1
Lankaran,2023-09-02,29.1,23.1,26.1,0.0,0.0,0.0,14.8,30.6,74,1013.0,5,20.44,34.1,1
Lankaran,2023-09-03,27.6,23.3,25.6,0.0,0.0,0.0,13.7,30.2,74,1013.7,34,14.63,30.8,3
Lankaran,2023-09-04,28.2,23.5,25.4,0.0,0.0,0.0,10.9,24.1,77,1011.4,51,14.49,31.7,3
Lankaran,2023-09-05,30.3,22.8,26.4,0.0,0.0,0.0,10.0,22.3,73,1011.2,2,20.33,35.3,0
Lankaran,2023-09-06,30.3,23.1,26.5,0.0,0.0,0.0,12.6,27.7,79,1010.1,10,19.66,36.3,2
Lankaran,2023-09-07,27.1,23.7,25.4,6.6,6.6,0.0,15.2,29.2,79,1013.1,46,12.59,31.4,55
Lankaran,2023-09-08,24.7,22.4,23.3,12.2,12.2,0.0,12.0,25.2,86,1013.6,100,7.68,27.1,55
Lankaran,2023-09-09,26.2,22.0,23.2,4.0,4.0,0.0,13.2,26.6,84,1010.2,92,12.22,29.1,53
Lankaran,2023-09-10,26.6,18.7,22.0,12.4,12.4,0.0,24.7,48.6,79,1010.3,76,13.11,25.9,63
Lankaran,2023-09-11,19.8,18.1,19.0,31.9,31.9,0.0,20.6,38.5,88,1016.3,100,4.55,21.4,63
Lankaran,2023-09-12,23.2,18.7,20.5,1.2,1.2,0.0,13.7,30.6,80,1014.6,83,13.3,24.2,51
Lankaran,2023-09-13,21.7,19.2,20.2,15.3,15.3,0.0,14.5,28.1,89,1016.3,99,4.81,22.9,63
Lankaran,2023-09-14,22.3,18.4,19.9,3.1,3.1,0.0,16.1,31.3,76,1017.7,78,8.18,22.3,61
Lankaran,2023-09-15,24.5,18.1,21.0,0.0,0.0,0.0,16.6,33.1,71,1018.6,28,16.65,25.9,2
Lankaran,2023-09-16,24.8,17.1,21.1,0.0,0.0,0.0,10.7,24.1,72,1017.0,2,18.69,27.9,0
Lankaran,2023-09-17,25.8,17.9,22.2,5.9,5.9,0.0,10.0,18.7,73,1014.8,36,16.14,28.8,63
Lankaran,2023-09-18,20.5,17.2,18.1,57.7,57.7,0.0,23.0,43.6,82,1018.6,100,4.35,22.9,65
Lankaran,2023-09-19,20.3,16.6,18.4,4.2,4.2,0.0,18.0,32.4,71,1023.4,87,9.67,20.6,63
Lankaran,2023-09-20,21.8,18.7,20.1,0.1,0.1,0.0,11.6,27.0,75,1022.3,96,8.42,22.9,51
Lankaran,2023-09-21,23.2,19.1,20.9,0.6,0.6,0.0,4.2,13.3,83,1020.7,100,7.24,25.5,51
Lankaran,2023-09-22,24.9,19.3,21.9,0.0,0.0,0.0,9.2,19.4,77,1021.6,41,13.98,27.3,3
Lankaran,2023-09-23,25.3,18.0,21.4,0.0,0.0,0.0,10.4,21.6,70,1022.2,15,18.21,27.6,3
Lankaran,2023-09-24,25.3,17.7,21.4,0.0,0.0,0.0,10.4,23.0,71,1020.1,47,16.82,27.3,3
Lankaran,2023-09-25,24.5,18.8,21.2,0.1,0.1,0.0,16.5,31.7,78,1018.5,61,14.14,25.2,51
Lankaran,2023-09-26,23.6,18.2,20.6,0.8,0.8,0.0,18.8,34.2,73,1020.5,72,11.3,24.5,53
Lankaran,2023-09-27,24.0,17.2,20.6,0.0,0.0,0.0,8.4,19.8,67,1022.4,22,17.22,25.5,2
Lankaran,2023-09-28,23.9,16.1,19.9,0.0,0.0,0.0,10.0,20.2,56,1021.3,0,17.84,25.4,0
Lankaran,2023-09-29,24.2,16.6,20.5,0.0,0.0,0.0,8.9,19.8,72,1019.8,18,15.21,26.3,1
Lankaran,2023-09-30,24.2,18.2,21.2,0.2,0.2,0.0,12.2,26.6,81,1016.7,44,13.4,26.1,51
Lankaran,2023-10-01,24.8,19.6,22.0,0.0,0.0,0.0,12.4,27.4,78,1013.9,35,13.69,26.4,3
Lankaran,2023-10-02,24.0,17.9,21.2,0.0,0.0,0.0,9.1,22.3,79,1009.8,18,15.0,26.5,3
Lankaran,2023-10-03,25.7,18.3,22.1,0.1,0.1,0.0,15.0,29.2,73,1012.5,38,14.19,28.5,51
Lankaran,2023-10-04,22.3,17.8,20.2,10.9,10.9,0.0,15.7,29.9,78,1019.4,68,7.72,23.7,63
Lankaran,2023-10-05,22.6,16.9,18.7,3.4,3.4,0.0,16.8,30.2,68,1022.4,51,12.08,22.6,55
Lankaran,2023-10-06,21.9,14.5,19.0,0.0,0.0,0.0,18.3,38.2,68,1020.5,17,16.34,22.6,3
Lankaran,2023-10-07,23.5,14.8,19.2,0.0,0.0,0.0,10.5,25.6,73,1018.3,6,15.37,24.3,1
Lankaran,2023-10-08,23.0,16.2,19.4,0.0,0.0,0.0,15.2,31.0,72,1016.7,1,15.96,25.1,0
Lankaran,2023-10-09,24.8,16.5,20.5,4.9,4.9,0.0,16.4,32.0,67,1010.3,54,14.16,25.8,61
Lankaran,2023-10-10,17.7,15.3,16.6,12.4,12.4,0.0,19.6,36.0,90,1019.4,100,3.48,19.2,61
Lankaran,2023-10-11,21.5,14.1,17.1,3.2,3.2,0.0,18.5,35.3,79,1018.6,68,11.31,21.8,55
Lankaran,2023-10-12,15.8,12.5,13.8,19.3,19.3,0.0,17.3,33.8,84,1031.5,100,2.62,13.8,61
Lankaran,2023-10-13,16.8,12.9,14.6,0.5,0.5,0.0,11.7,22.0,85,1025.6,77,8.46,16.8,51
Lankaran,2023-10-14,19.2,12.6,15.5,0.0,0.0,0.0,8.6,20.5,78,1022.5,14,14.13,19.2,2
Lankaran,2023-10-15,20.0,12.4,17.0,0.1,0.1,0.0,16.1,33.1,76,1019.0,40,11.65,20.1,51
Lankaran,2023-10-16,19.0,17.7,18.3,0.5,0.5,0.0,12.1,24.8,84,1010.2,76,6.1,21.0,53
Lankaran,2023-10-17,22.7,16.0,18.6,1.2,1.2,0.0,14.8,39.6,76,1014.7,50,11.91,24.1,51
Lankaran,2023-10-18,17.7,15.4,16.6,4.6,4.6,0.0,9.1,16.2,89,1020.5,100,3.59,19.4,53
Lankaran,2023-10-19,18.8,13.7,16.3,2.0,2.0,0.0,21.2,42.8,88,1015.4,99,8.67,18.5,53
Lankaran,2023-10-20,19.0,14.6,16.9,0.1,0.1,0.0,23.2,45.7,84,1022.0,39,11.65,17.7,51
Lankaran,2023-10-21,20.2,14.4,17.4,0.0,0.0,0.0,10.8,24.1,81,1018.2,31,11.93,21.5,3
Lankaran,2023-10-22,23.9,14.9,19.2,1.8,1.8,0.0,7.6,16.2,70,1020.1,15,14.18,25.1,55
